id,brand_id,category_id,subcategory_id,name_en,name_ar,model,slug,price,discount_price,description_en,description_ar,specifications_en,specifications_ar,images,active,created_at,updated_at
267,23,2,51,VTS-46,VTS-46,VTS-46,biro-food-processor-vts-46-267,0.00,,"20 lbs. (9.1 kg) Drum, Maximum
15 lbs. (7 kg) Optimum tumbling
12-5/32” I.D. x 8-15/16” OAL Approximately
Base Carton: 39”L (990 mm) x 20” W (508 mm) x 12”H (305 mm)
Drum Carton: 16”L (406 mm) x 16”W (406 mm) x 18”H (457 mm)
1/8HP (.09 kW) with
external filter on case
","سعة الأسطوانة: 20 رطلاً (9.1 كجم) كحد أقصى، حمولة مثالية 15 رطلاً (7 كجم).
الأبعاد الداخلية: 12-5/32 بوصة بقطر داخلي × 8-15/16 بوصة طول الأسطوانة الخارجي.
أبعاد التغليف:
• صندوق الأساس: طول 39 بوصة (990 مم) × عرض 20 بوصة (508 مم) × ارتفاع 12 بوصة (305 مم)
• صندوق الأسطوانة: طول 16 بوصة (406 مم) × عرض 16 بوصة (406 مم) × ارتفاع 18 بوصة (457 مم)
مزود بمحرك بقوة 1/8 حصان (.09 ك.و) مع فلتر خارجي مثبت على العلبة.

",{},{},[],true,2024-10-24 16:25:19+00,2025-02-22 03:38:39+00
268,23,2,51,VTS-100,VTS-100,VTS-100,biro-food-processor-vts-100-268,0.00,,"Drum
Capacity
100 lbs. (45.4 kg) Maximum
100 lbs. (45.4 kg) Approximate, Optimum tumbling load.

5” Locking swivel casters • Drain cap wrench • External moisture trap with removal tool • Internal in-line vacuum filter • 1 Extra filter element • 8’ cord and plug 115V • 8’ cord NO plug 220V • 4 Quick release toggle clamps on lid •
Silicone lid gasket • Operating and Safety manual. 
220-50-1 or 230-60-1 • Leg extensions • Stainless steel swivel
locking (delrin bearing) casters with stainless steel (swivel plate)
ball bearings • Reverse switch momentary • Programmable
multi-function timer • Stainless steel crimped fittings on hose
• Protective enclosure for control panel.
","سعة الأسطوانة: 100 رطل (45.4 كجم) كحد أقصى، الحمولة المثلى حوالي 100 رطل (45.4 كجم).
• عجلات دوارة قابلة للقفل بقطر 5 بوصات
• مفتاح تصريف
• فخ خارجي للرطوبة مع أداة إزالة
• فلتر تفريغ داخلي متصل بخط الأنابيب
• عنصر فلتر إضافي
• سلك بطول 8 أقدام وقابس لـ 115 فولت
• سلك بطول 8 أقدام بدون قابس لـ 220 فولت
• 4 مشابك إغلاق سريعة على الغطاء
• حشية غطاء من السيليكون
• دليل التشغيل والأمان.
الخيارات الإضافية: مؤقت متعدد الوظائف قابل للبرمجة، تجهيزات الفولاذ المقاوم للصدأ، غطاء حماية للوحة التحكم.

",{},{},[],true,2024-10-24 16:34:54+00,2025-12-08 13:04:47.773379+00
269,23,2,51,VTS-500,VTS-500,VTS-500,biro-food-processor-vts-500-269,0.00,,"220-50-1 or 230-60-1 • Leg extensions • Stainless steel swivel
locking (delrin bearing) casters with stainless steel (swivel plate)
ball bearings • Reverse switch momentary • Stainless steel
crimped fittings on hose • Protective enclosure for control panel.
Uncrated: 645 lbs. (293 kg) Approximate
Crated: 990 lbs. (449 kg) Approximate
L = 96” (2438mm) x W = 42” (1067mm) x H = 57” (1448mm).","الخيارات المتاحة: 220-50-1 أو 230-60-1
• تمديدات الأرجل
• عجلات دوارة من الفولاذ المقاوم للصدأ مع محامل كروية من الفولاذ المقاوم للصدأ
• مفتاح عكسي لحظي
• تجهيزات فولاذية مقاومة للصدأ على الخرطوم
• غطاء حماية للوحة التحكم.
الوزن بدون تعبئة: حوالي 645 رطلاً (293 كجم)
الوزن مع التعبئة: حوالي 990 رطلاً (449 كجم)
الأبعاد: الطول 96 بوصة (2438 مم) × العرض 42 بوصة (1067 مم) × الارتفاع 57 بوصة (1448 مم).

",{},{},[],true,2024-10-24 16:41:47+00,2025-02-22 03:38:39+00
270,23,2,51," F1000N FOOD/PATTY FORMER",ماكينة تشكيل الطعام/البرجر F1000N,F1000N,biro-food-processor-f1000n-270,0.00,,"Models: F1000N
Dims. (Std. Conv.)
Weight
Shipping Weight
Wood Box Dims.
L22.8” (579mm) x W20.5” (519mm) x H23.3” (592mm)
126 lbs (57 kg)
168 lbs (76.2 kg) Approx.
L30” (762mm) x W27” (686mm) x H29” (737mm)","الطراز: F1000N
الأبعاد (القياسية): الطول 22.8 بوصة (579 مم) × العرض 20.5 بوصة (519 مم) × الارتفاع 23.3 بوصة (592 مم)
الوزن: 126 رطلاً (57 كجم)
وزن الشحن: 168 رطلاً (76.2 كجم)
أبعاد صندوق الشحن: الطول حوالي 30 بوصة (762 مم) × العرض 27 بوصة (686 مم) × الارتفاع 29 بوصة (737 مم).

",{},{},[],true,2024-10-24 17:59:39+00,2025-02-22 03:38:39+00
271,23,2,51,F2000PLUSB,F2000PLUSB,F2000PLUSB,biro-food-processor-f2000plusb-271,0.00,,"MODEL F2000PLUSB
Construction: Stainless steel hopper, hopper cover, paddle, enclosure.
 Anodized polished aluminum hopper base and frame.
Motor: 1 HP (.75kw) powered by 115V, 60 Hz, 1 phase inverter card.
Hopper Capacity: 25 Liters - Standard (approximately 35 lbs).
 6.6 gallons/ 25 lt.
Output Capacity: Variable speed - Standard, approximately 1000-3500 cycles per hour
Standard Equipment: Manual wire drum cleaner, paper holder, pneumatic footswitch. 25 Liter
 hopper, 15-3/8’’ (390.5mm) conveyor belt. 2 pks patty paper (1300 single
 sheets) starter kit. Select one standard single hole mold poly drum from the
 mold/hole selection chart, lifting handle for cleaning.","الطراز F2000PLUSB
البنية: قادوس من الفولاذ المقاوم للصدأ، غطاء القادوس، مجداف، هيكل خارجي من الألمنيوم المصقول والمطلي.
المحرك: 1 حصان (0.75 ك.و) يعمل بقدرة 115 فولت، 60 هرتز، 1 طور.
سعة القادوس: 25 لترًا - قياسي (حوالي 35 رطلاً).
القدرة على الإخراج: سرعة متغيرة - قياسي، حوالي 1000-3500 دورة في الساعة.
المعدات القياسية: منظف أسطوانة سلكي يدوي، حامل للورق، مفتاح دواسة هوائي.
حزام ناقل بطول 15-3/8 بوصة (390.5 مم).",{},{},[],true,2024-10-24 18:06:04+00,2025-02-22 03:38:39+00
272,23,2,51,F4000PLUSB,F4000PLUSB,F4000PLUSB,biro-food-processor-f4000plusb-272,0.00,,"Construction: Stainless steel body, hopper, hopper cover.
Drum Mold: White Poly - Select one, Single Round Hole (Round, Oval, or Square) Drum at no charge (See Below).
 Additional Standard or Non-Standard drum molds available at Extra Charge. Contact your representative for
 more drum options. Note: Maximum product thickness of the 5.12”(130mm) diameter hole drum is
 1”(25.4mm) thick.","البنية: جسم من الفولاذ المقاوم للصدأ، قادوس، وغطاء القادوس.
قالب الأسطوانة: بوليمر أبيض - اختر واحدة، أسطوانة ذات فتحة دائرية واحدة (دائرية، بيضاوية، أو مربعة) بدون تكلفة إضافية. تتوفر قوالب أسطوانات قياسية أو غير قياسية بتكلفة إضافية. اتصل بالممثل للحصول على خيارات إضافية.
ملاحظة: السماكة القصوى للمنتج التي يمكن استخدامها مع أسطوانة بقطر 5.12 بوصة (130 مم) هي 1 بوصة (25.4 مم).

",{},{},[],true,2024-10-24 18:10:26+00,2025-02-22 03:38:39+00
273,23,2,51,109PC - Horizontal Slicer,شريحة أفقية 109PC,109PC,biro-food-processor-109pc-273,0.00,,"Standard Items
Supplied
10’ (3048mm) Size 12-4 wire Power Cord less plug • 2 pre-selected Cutting Blades - see above • Stainless Steel
Surplus Catch Tray • Stainless Steel Product Guide Leaf Spring • Operating and Safety Manual
Options
(Extra Cost)
9” (228mm) or 11” (279mm) Stainless Steel Leg Extensions • Stainless Steel Casters with 5” (127mm) diameter
Prevenz Anti-microbial Wheels • a 10” (254mm) W x 48-3/8” (1229mm) L Product Take-away Conveyor, Variable
Speed from 0 to 55 feet (0 to 16.8 meters) per minute • Removable Food Grade Belt • Independent On-Off Switch •
Conveyor belt discharge height from floor is adjustable from 27” (686mm) to 31” (787mm). The min. and max.
conveyor belt discharge height dimensions change accordingly when either 9” (228mm) or 11” (279mm) optional
leg extensions are used","العناصر القياسية الموردة:
• سلك طاقة بحجم 10 أقدام (3048 مم) بحجم 12-4
• صينية فائض من الفولاذ المقاوم للصدأ
• دليل الربيع لدليل المنتج المصنوع من الفولاذ المقاوم للصدأ
• دليل التشغيل والأمان

الخيارات (بتكلفة إضافية):
• تمديدات أرجل من الفولاذ المقاوم للصدأ بطول 9 بوصات (228 مم) أو 11 بوصة (279 مم)
• عجلات من الفولاذ المقاوم للصدأ بقطر 5 بوصات (127 مم) بميزات مضادة للميكروبات Prevenz
• ناقل أخذ المنتج بعرض 10 بوصات (254 مم) × طول 48-3/8 بوصة (1229 مم) بسرعات متغيرة من 0 إلى 55 قدم (0 إلى 16.8 متر) في الدقيقة
• حزام ناقل من الدرجة الغذائية قابل للإزالة
• مفتاح تشغيل/إيقاف مستقل
• ارتفاع حزام الناقل عن الأرض قابل للتعديل من 27 بوصة (686 مم) إلى 31 بوصة (787 مم)، مع تغيير الحد الأدنى والحد الأقصى لارتفاع الحزام عند استخدام تمديدات الأرجل الاختيارية بطول 9 بوصات (228 مم) أو 11 بوصة (279 مم).",{},{},[],true,2024-10-24 18:21:04+00,2025-02-22 03:38:39+00
274,18,2,51,easy tomato slicer 2,قاطعة الطماطم السهلة 2,easy tomato slicer 2,nemco-food-processor-easy-tomato-slicer-2-274,0.00,,"Compact, convenient and efficient, the Nemco 3/16"" Cut The Easy Tomato Slicer II - 18 5/8""L x 7 1/2""W x 9 3/8""H has long been a favorite food prep equipment in food service kitchens. Now, this beloved tomato slicer has been upgraded for an even better performance through an updated cartridge design.
Nemco 3/16"" Cut The Easy Tomato Slicer II - 18 5/8""L x 7 1/2""W x 9 3/8""H","تصميم مضغوط ومريح وفعال، وقد أصبحت قاطعة الطماطم السهلة 3/16 بوصة المفضلة في مطابخ الخدمة الغذائية. الآن، تمت ترقية هذه القاطعة المحبوبة للطماطم لتحسين الأداء بشكل أكبر من خلال تصميم خرطوشة محدث.

",{},{},[],true,2024-10-26 14:28:52+00,2025-02-22 03:38:39+00
275,18,2,51,Roma Tomato Slicer,قاطعة الطماطم روما,56610,nemco-food-processor-56610-275,0.00,,"Cast aluminum frame is light weight, but extremely durable
Cartridge blade assembly pops in and out by pulling two pins
Stainless-steel scalloped blades zip right through the tomato with no crushing or squeezing
Roma-tailored cradle remains stable, but lifts out with ease
Suction-cup feet hold fast to any countertop surface
Compact size makes the unit exceptionally portable","الإطار المصنوع من الألومنيوم المصبوب خفيف الوزن ولكنه متين للغاية.
آلية الشفرة: يسهل إزالة مجموعة الشفرة من خلال سحب دبوسين فقط.
تثبت الأرجل ذات قاعدة شفط بإحكام على أي سطح طاولة، مما يجعل الجهاز قابلًا للنقل بسهولة.
",{},{},[],true,2024-10-26 14:37:35+00,2025-02-22 03:38:39+00
276,18,2,51,easy chopper 3,قاطعة الخضار السهلة 3,57500,nemco-food-processor-57500-276,0.00,,"Tall, sprawling base allows chopped produce to fall straight into a 1/6- or 1/3-size six-inch food pan, or a two-quart round pan
Push block’s nylon-based resin is highly resilient and less prone to suffer impact damage
Large 4 1/4""-square cutting area accommodates the BIG veggies","قاعدة مرتفعة تتيح للمنتجات المقطعة أن تسقط مباشرةً في وعاء طعام بحجم 1/6 أو 1/3 بوصة أو وعاء دائري بسعة 2 كوارت.
المادة: راتنج النايلون المستخدم في الكتلة الضاغطة قوي للغاية وأقل عرضة للتلف بسبب الصدمات.
مساحة القطع: مساحة كبيرة 4 1/4 بوصة مربعة تناسب الخضار الكبيرة.

",{},{},[],true,2024-10-26 14:48:38+00,2025-02-22 03:38:39+00
277,18,2,51,easy chopper 3/8,قاطعة الخضار السهلة 3/8,easy chopper 3/8,nemco-food-processor-easy-chopper-38-277,0.00,,"Replace a knife with a blade
grid and a gravity-driven pusher,
and the resulting Easy Chopper
has since become a staple item
in kitchens all across the
foodservice world
Compact Design: Its compact, countertop-friendly size is ideal for space-limited commercial kitchens.
Usage: Suitable for high-volume prep in commercial kitchens, including restaurants, cafeterias, and catering operations.","استبدل السكين بشبكة شفرة ودفاعة تعمل بالجاذبية، وأصبحت القاطعة السهلة من الأدوات الأساسية في المطابخ حول العالم.
تصميم مدمج: حجمها الصغير الملائم للطاولات يجعلها مثالية للمطابخ التجارية المحدودة المساحة.
الاستخدام: مناسبة للتحضير بكميات كبيرة في المطابخ التجارية، بما في ذلك المطاعم والمقاهي وعمليات تقديم الطعام.
",{},{},[],true,2024-10-26 15:07:22+00,2025-02-22 03:38:39+00
278,18,2,51,Nemco 55050AN-WR Spiral Fry Wavy Ribbon Potato Cutter Manual,قاطعة البطاطس المموجة اليدوية 55050AN-WR من نيمكو,55050AN-WR,nemco-food-processor-55050an-wr-278,0.00,,"Specifications
SKU: 130200
Manufacturer: Nemco
Model: 55050AN-WR
Weight: 6 lbs.
Width: 5.5 in.
Depth: 22 in.
Height: 9 in.

Features

Spiral Fry™
Wavy ribbon style cuts
Cast aluminum and stainless steel body construction
Slide mount dimensions: 3.25"" wide x 3"" deep
Overall dimensions: 5.5"" wide x 22"" deep x 9"" high (With potato holder fully retracted)
NSF","المواصفات:
SKU: 130200
الشركة المصنعة: نيمكو
الوزن: 6 أرطال
العرض: 5.5 بوصة
العمق: 22 بوصة
الارتفاع: 9 بوصة
الميزات:
قطع شريط حلزوني مموج
هيكل من الألومنيوم والفولاذ المقاوم للصدأ
أبعاد قاعدة الشرائح: عرض 3.25 بوصة × عمق 3 بوصة
الأبعاد الإجمالية: عرض 5.5 بوصة × عمق 22 بوصة × ارتفاع 9 بوصة (مع حامل البطاطا المرتد بالكامل)
حاصل على شهادة NSF.
",{},{},[],true,2024-10-26 15:19:56+00,2025-02-22 03:38:39+00
279,18,2,51,Nemco PowerKut Food Cutter,قاطعة الطعام باور كات من نيمكو,Nemco PowerKut Food Cutter,nemco-food-processor-nemco-powerkut-food-cutter-279,0.00,,"Weight: Weighs between 40 to 50 lbs depending on configuration
Power Requirements:
Operates on 120V/60Hz (North American standard)
Power usage ranges between 600 and 750 watts
Capacity: Designed to handle bulk food prep, suitable for high-demand kitchens
Dimensions: Approximately 14 inches wide x 16 inches deep x 18 inches high (size varies by model)
Blades: Constructed from high-grade stainless steel for precision and durability
Motor Power: Equipped with a robust 0.5 HP motor that enables fast and efficient cutting for large quantities","الوزن: يتراوح الوزن بين 40 إلى 50 رطلاً حسب التكوين
متطلبات الطاقة: يعمل على 120 فولت/60 هرتز (المعيار الأمريكي)
استهلاك الطاقة: يتراوح بين 600 و750 واط
السعة: مصمم للتعامل مع تحضير الطعام بكميات كبيرة، مناسب للمطابخ ذات الطلب العالي
الأبعاد: العرض حوالي 14 بوصة × العمق 16 بوصة × الارتفاع 18 بوصة (يختلف الحجم حسب الطراز)
الشفرات: مصنوعة من الفولاذ المقاوم للصدأ عالي الجودة للقطع بدقة ومتانة
قوة المحرك: مزود بمحرك قوي بقوة 0.5 حصان يتيح تقطيعًا سريعًا وفعالًا لكميات كبيرة
",{},{},[],true,2024-10-26 16:30:11+00,2025-02-22 03:38:39+00
